笔记ID,笔记链接,笔记类型,笔记标题,笔记内容,笔记话题,点赞量,收藏量,评论量,分享量,发布时间,更新时间,IP地址,博主ID,博主链接,博主昵称,小红书号,粉丝数,获赞与收藏,博主简介,发布日期,笔记话题
683a4551000000002100f443,https://www.xiaohongshu.com/explore/683a4551000000002100f443?xsec_token=AByziDk9duKDvolv5C0wTWpkwgsQV0BFwcPhrgsG1OjZs=&xsec_source=pc_search,图文,阿汤练成了徒手健身,"从拜日开始，三个拜日A热身后，开始练习带悬停后跳的拜日，大概10次。进入站立体式，算是拉伸为主。然后进入坐立体式，做穿越。
	
阿汤的这些跳穿，都是全身性的综合动作，学习曲线陡峭。这一段重点练习的拜日悬停支撑后跳，要求具备一定的前屈能力，要有肩背力量，要有手腕折腕能力，要有核心能力，很重要的还要克服前冲的恐惧，使胯能到支撑手的上方，建立合理的力线以更轻松的保持平衡。
	
后穿之后尝试练习拜日后跳，也大半年过去了。既是一个培养过程，也是一个不断理解动作要点的过程。
	
现在一场Mysore下来，似乎是为跳穿这些力量型动作提供背景。例如坐立序列中，以穿越构成的vinyasa成了核心，体式成了休息。
	
而且，跳穿这些动作的发展空间很大。从能做，到能受控的做，路还很长。同时也很有乐趣。它是从内到外的全面挑战能力边界。所谓bandha、呼吸之类的，也有更好的体会。
	
这一段这种侧重力量的阿汤练习方式，在挑战中获得专注，也算是一种瑜伽的平静",,147,59,86,17,2025/5/31 7:54,2025/5/31 7:54,,65cbc8430000000005031380,https://www.xiaohongshu.com/user/profile/65cbc8430000000005031380?xsec_token=AB7t62Sbb7hXog9_oBn3i_dz5cZOEq-Winiz2uO9YCry4=&xsec_source=pc_note,小孩,10369108333,172,1662,"explore, experience
阿斯汤加，AI，吃，喝",,
626dd52c0000000001027c49,https://www.xiaohongshu.com/explore/626dd52c0000000001027c49?xsec_token=AB-vawfAHcgPEB0YpFUpNoHifIFm5LPotQ3EGVkf11A94=&xsec_source=pc_search,图文,阿斯汤加瑜伽第一序列图高清版,"Ashtanga第一序列全图，有超高清版，可以送[捂脸R][捂脸R]
#瑜伽路上[话题]# #阿斯汤加[话题]# #Ashtanga[话题]# #阿斯汤伽[话题]# #瑜伽[话题]# #瑜伽日常[话题]# #一起来瑜伽[话题]#",瑜伽路上、阿斯汤加、Ashtanga、阿斯汤伽、瑜伽、瑜伽日常、一起来瑜伽,138,51,72,10,2022/5/1 8:32,2024/9/13 8:44,,597bda6e82ec39718162c564,https://www.xiaohongshu.com/user/profile/597bda6e82ec39718162c564?xsec_token=ABpSv-YMuKQAmf5bLqk0WumVHDCSQ45b9-6KQ67g4By2E=&xsec_source=pc_note,阿斯汤加瑜伽之声,969828836,20922,71752,"阿斯汤加瑜伽二级练习者-Alan
开设：1??阿斯汤加瑜伽认证班
2??零基础哈他瑜伽教练培训班
1??大理阿斯汤加YOGA小院主理人
2??济南艾伽阿斯汤加瑜伽研究中心主理人",,
626dd52c0000000001027c49,https://www.xiaohongshu.com/explore/626dd52c0000000001027c49?xsec_token=AB-vawfAHcgPEB0YpFUpNoHifIFm5LPotQ3EGVkf11A94=&xsec_source=pc_search,图文,阿斯汤加瑜伽第一序列图高清版,"Ashtanga第一序列全图，有超高清版，可以送[捂脸R][捂脸R]
#瑜伽路上[话题]# #阿斯汤加[话题]# #Ashtanga[话题]# #阿斯汤伽[话题]# #瑜伽[话题]# #瑜伽日常[话题]# #一起来瑜伽[话题]#",瑜伽路上、阿斯汤加、Ashtanga、阿斯汤伽、瑜伽、瑜伽日常、一起来瑜伽,138,51,72,10,2022/5/1 8:32,2024/9/13 8:44,,597bda6e82ec39718162c564,https://www.xiaohongshu.com/user/profile/597bda6e82ec39718162c564?xsec_token=ABpSv-YMuKQAmf5bLqk0WumVHDCSQ45b9-6KQ67g4By2E=&xsec_source=pc_note,阿斯汤加瑜伽之声,969828836,20922,71752,"阿斯汤加瑜伽二级练习者-Alan
开设：1??阿斯汤加瑜伽认证班
2??零基础哈他瑜伽教练培训班
1??大理阿斯汤加YOGA小院主理人
2??济南艾伽阿斯汤加瑜伽研究中心主理人",,
674ac2d20000000008007cfa,https://www.xiaohongshu.com/explore/674ac2d20000000008007cfa?xsec_token=ABvmLrHybzOx243BBLnkOLuII3LQ1vX4OCZAVK6Z74VXw=&xsec_source=pc_search,图文,??阿斯汤加序列??【口令版】收藏练习?,"#见人不如见自己，从健身开始?
??持续更新中
?
[彩虹R]阿斯汤伽初级序列涵盖了拜日式A/B、站立体式、坐立体式、后弯及结束体式[四R]大板块。无论是初学者还是资深瑜伽爱好者??，拜日式A/B、站立体式和结束体式都是必修课???♀。
?
阿斯汤伽瑜伽是一种极具挑战性的练习??，通常以[五R]次拜日式A和B作为热身。每个体式之间都有紧密的连接?，形成了一套??完整的序列。这种编排蕴含着独特的智慧，通过每天重复相同的动作和顺序???，练习者能够更深刻地感受身体的变化，提升身体感知力和觉察能力[看R]。
?
[流汗R]想要练习好阿斯汤伽初级序列，有几点需要注意：
[一R]制定计划：确定每周练习的次数，并坚持下去[加油R]。
[二R]养成习惯：选择一个固定的时间?和地点??进行练习，帮助建立稳定的习惯。
[三R]互相监督：可以邀请朋友???♀一起练习，互相鼓励和支持?。
[四R]调整心态：将瑜伽作为一种补充能量的方式，避免过度依赖固定的练习模式。
?
初级序列的主要目标是建立双脚的根基和双腿的力量[加油R]，缓解背部的僵硬，帮助身体排毒。[爆炸R]通过瑜伽体式的练习，我们可以建立身体的平衡，减轻疼痛??。在开始练习前，?要先增强身体的柔韧性，消除僵硬，因为僵硬的身体难以达到深层次的净化效果???♀。
?
在练习过程中，注意身体和情绪的状态，熟悉每个体式的要点??。如果感到不适或不稳定，一定要停下来，放松身体，调整呼吸，避免不必要的伤害??。虽然初级序列是最简单的，但它也是最具挑战性的，需要注重力量、精神活力和身体健康。?????♀??
?
??Hi,这里是YEA老师
我会持续分享瑜伽排课和瑜伽知识??，主页还有更多带口令词的课程，后续更新排课??（瘦腰提臀、扭转排毒、肩颈理疗），?不断更新中，快来一键收藏吧！??
?
#一起来瑜伽#瑜伽#瑜伽日常#瑜伽体式#瑜伽打卡#见人不如瑜伽#拉伸不能停#瑜伽老师#零基础瑜伽入门#YEA的瑜伽笔记#阿斯汤加
?",,138,172,16,41,2024/12/1 18:01,2024/11/30 15:46,,66f2a717000000001d030f91,https://www.xiaohongshu.com/user/profile/66f2a717000000001d030f91?xsec_token=ABpd36Pa3Z8WGgvqjC5lOfL8lgb8k3VRWxsSRe9Ad2Owo=&xsec_source=pc_note,YEA,63801671285,205,2752,"??每日分享瑜伽干货｜体式口令
??分享知识笔记
→@YEA小助理(米多)",,
69735875000000000a03da7c,https://www.xiaohongshu.com/explore/69735875000000000a03da7c?xsec_token=ABLaWkmTV306lPO4ssj--dERIervzGiXcz_Vq0xbzPL-w=&xsec_source=pc_search,图文,挺喜欢阿汤，但想退圈 | 身体受不了,"阿斯汤伽瑜伽本是一个不错的工具，但是不当的使用可能会带来负面的效果。
	
这个系列我们将来讨论其中争议最广泛的几个问题。
	
#瑜伽[话题]# #阿斯汤伽[话题]# #退圈[话题]#
#损伤[话题]# #压力[话题]# #Ashtanga_Nature[话题]#
#助你成为更好的自己[话题]#",瑜伽、阿斯汤伽、退圈、损伤、压力、Ashtanga_Nature、助你成为更好的自己,137,69,74,22,2026/1/23 19:16,2026/1/23 19:16,上海,5b5c48676b58b74a11b96e1f,https://www.xiaohongshu.com/user/profile/5b5c48676b58b74a11b96e1f?xsec_token=ABvc1ymlAjwLMcpAuWUNPpwJGOdGSWXCSdtMP7PwyxbJY=&xsec_source=pc_note,Ashtanga Nature阿斯汤伽大自然,Ashtanga_Nature,5550,7330,Nature是大陆首位阿斯汤伽「全二级授权」的男老师。他的教学只为助你成为更好的自己,,
69735875000000000a03da7c,https://www.xiaohongshu.com/explore/69735875000000000a03da7c?xsec_token=ABLaWkmTV306lPO4ssj--dERIervzGiXcz_Vq0xbzPL-w=&xsec_source=pc_search,图文,挺喜欢阿汤，但想退圈 | 身体受不了,"阿斯汤伽瑜伽本是一个不错的工具，但是不当的使用可能会带来负面的效果。
	
这个系列我们将来讨论其中争议最广泛的几个问题。
	
#瑜伽[话题]# #阿斯汤伽[话题]# #退圈[话题]#
#损伤[话题]# #压力[话题]# #Ashtanga_Nature[话题]#
#助你成为更好的自己[话题]#",瑜伽、阿斯汤伽、退圈、损伤、压力、Ashtanga_Nature、助你成为更好的自己,137,69,74,22,2026/1/23 19:16,2026/1/23 19:16,上海,5b5c48676b58b74a11b96e1f,https://www.xiaohongshu.com/user/profile/5b5c48676b58b74a11b96e1f?xsec_token=ABvc1ymlAjwLMcpAuWUNPpwJGOdGSWXCSdtMP7PwyxbJY=&xsec_source=pc_note,Ashtanga Nature阿斯汤伽大自然,Ashtanga_Nature,5550,7330,Nature是大陆首位阿斯汤伽「全二级授权」的男老师。他的教学只为助你成为更好的自己,,
68e8821900000000040012fe,https://www.xiaohongshu.com/explore/68e8821900000000040012fe?xsec_token=ABf2WeIVLO9K2isy6PgkkPhAUX1GXbVU4hNIv__uRlMqg=&xsec_source=pc_search,图文,让阿斯汤加的练习成为你生命的加速器,,,137,75,14,22,2025/10/10 11:48,2025/10/10 11:48,,5625c8410bf90c0d2fd70776,https://www.xiaohongshu.com/user/profile/5625c8410bf90c0d2fd70776?xsec_token=AB_-mIK4eOO8w0axUPCm2DblJ25JOJ2ECJtAeYs4Jz3WU=&xsec_source=pc_note,敏哥Ashtanga,379285917mg,7082,90880,熬汤/素食/爱好写字,,
6904254f00000000040172f0,https://www.xiaohongshu.com/explore/6904254f00000000040172f0?xsec_token=ABSNlrJxW0zH0iLt-BV0y6SK-mgq0ca8jrxHckJ0p09OE=&xsec_source=pc_search,图文,阿斯汤加为什么越练身体越虚,"在很多阿汤视频中，练习者的刚猛令人心生感慨羡慕，哇，优质人类之光！肌肉力爆棚??
那神秘的收束（班达）能量，真的可以让菜鸡变身超级赛亚人？
很多人照着视频练，一鼓作气，再而衰三而竭。
[樱花R][樱花R][樱花R]
在我们现代语言环境培养下，很多教练培训都在强调通过收紧、用力，叠加，获取更多肌肉力。
但我们把目光投向遥远的古代……
东方生风??，风??生木??，木生酸，酸生肝…….
风把种子吹散，有了草木繁盛，人体内，有了呼吸，才有生命力。
木，怎么能生酸呢？小朋友喜笑颜开时，吃一口酸杏儿，五官马上收缩在一起，酸，正是收敛，收束，制约的感觉。中医亦常用些酸药治疗阴虚患者，因为“酸甘化阴”。
阿汤看似勇猛，充满阳刚之气，但生机过旺，透支太多，可能在练习前两年有越来越好的迹象，但突然急转直下，伤病缠身。
他们缺乏的，正是“收束”，这股往回拽的能力。
酸，生肝。肝，并不止于有形的肝脏，亦可看作是一种“有弹性”的状态。
肝主筋，筋，从物质角度看，是身体一切有弹性的组织。从精神层面看，是儒家讲的“仁”，充满慈爱之心。“众生皆苦”，正是圣人的眼光。
回归到练习
呼吸轻轻的，几乎“悄无声息”。
手脚抚摸地板，没有砸向地板。
能做到80%，就不要追求100%。
把那20%交给时间。时间会给出温柔的答案。
风，不只是呼吸，更是“润物细无声”。
一切都悄悄然，欣欣然
风化
正是用这种柔顺的力量化腐朽为神奇。
#瑜伽[话题]# #mysore[话题]# #瑜伽人[话题]##千金汤公子[话题]# #瑜伽是身和心的修行[话题]# #阿斯汤加[话题]# #阿斯汤加瑜伽[话题]# #流瑜伽[话题]# #瑜伽是疗愈自己[话题]# #体质虚弱适合运动[话题]#",瑜伽、mysore、瑜伽人、千金汤公子、瑜伽是身和心的修行、阿斯汤加、阿斯汤加瑜伽、流瑜伽、瑜伽是疗愈自己、体质虚弱适合运动,130,57,47,35,2025/10/31 10:56,2025/10/31 10:56,,61fdbde2000000001000a3d5,https://www.xiaohongshu.com/user/profile/61fdbde2000000001000a3d5?xsec_token=ABxZjDobXqlbML0hFM6L2hE1Wd0-s6Pqu3c9Z6tKbR-tU=&xsec_source=pc_note,千金汤公子,6964285562,6849,47889,"持续分享瑜伽??玩乐??简约的生活
爱好古籍、书法、戏曲民俗、传统功法、四处游走
来小红书，交个朋友????是id 全拼",,
696cbb030000000022032076,https://www.xiaohongshu.com/explore/696cbb030000000022032076?xsec_token=ABPANM60uMgVfckctJK3Wbp2KM4CN6FKcKwPvXewxQpws=&xsec_source=pc_search,图文,又一个10年????,"2016年
从一级认证转换到二级认证 也参加了老师的教师培训
2026年
再次回归
虽然学生卡上写着高级序列习练者
可我知道 我仅仅只是一个初学者
还在不断的苦苦思考 什么是瑜伽
如何身体力行的去实践瑜伽
#ashtanga阿斯汤伽[话题]# #mysore[话题]# #故事还在继续[话题]# #不忘初心[话题]#",ashtanga阿斯汤伽、mysore、故事还在继续、不忘初心,125,3,19,7,2026/1/18 18:50,2026/1/18 19:27,印度,5f3e21530000000001005e8d,https://www.xiaohongshu.com/user/profile/5f3e21530000000001005e8d?xsec_token=ABDfiRcPWuSiOtx45YE-nICFpHeYqfyTeA4sBg2vf4lPI=&xsec_source=pc_note,又懒又社恐的狮子座,768138606,3146,11859,,,
662f7884000000001e02634a,https://www.xiaohongshu.com/explore/662f7884000000001e02634a?xsec_token=ABwoz994p199TFwAUv8Tcxw959aUSM3OMmXCkkTtdvwvs=&xsec_source=pc_search,图文,有被say good,"有被掌门人比大拇指????
他老人家是鼓励我呢还是夸我呢
几天里练习状态并没有很好，
自己感觉大概也就能打80分的
没想到还有这么多照片
感谢摄影师
#在这周而复始的日子里寻找乐趣[话题]# #阿汤[话题]##瑜伽[话题]##阿斯汤加掌门人上海工作坊[话题]# #ashtanga[话题]# @猫腻",在这周而复始的日子里寻找乐趣、阿汤、阿斯汤加掌门人上海工作坊、ashtanga、瑜伽,118,15,69,22,2024/4/29 18:37,2024/4/29 18:37,,5c741373000000001001f93d,https://www.xiaohongshu.com/user/profile/5c741373000000001001f93d?xsec_token=ABLpSJWLWZvQBG21sVXS5RgCih5EgiKKpnPYYXvOupp68=&xsec_source=pc_note,yoga Rain,435624921,3744,31674,"上海Y+瑜伽资深瑜伽老师@Y+瑜伽
 Nike大中华区签约精英瑜伽老师
Keep Ashtanga合作导师
各瑜伽大会的授课导师
瑜伽/摄影/视频",,
693a8ee4000000001e007983,https://www.xiaohongshu.com/explore/693a8ee4000000001e007983?xsec_token=ABHGh9ZYi0p0dDxfvJEzxExecGNmRKgB379w3swSM4uMM=&xsec_source=pc_search,图文,没有人会把你变好，除了你自己,"当你不再等待生活赠予什么，而是伸出手去塑造它——
改变，便在那一步的选择里悄然生根。
	
愿我们亲手创造的每一天，都向着自己向往的光亮，
再靠近一点点。
#身体对话[话题]#
#瑜伽袜套[话题]#
#瑜伽日常[话题]# #100天运动打卡挑战[话题]# #变得越来越好[话题]# #瑜伽穿搭[话题]##瑜伽[话题]##瑜伽打卡[话题]# #瑜伽女孩[话题]# #只要在变好慢一点也无妨[话题]#",身体对话、瑜伽袜套、瑜伽日常、100天运动打卡挑战、变得越来越好、瑜伽穿搭、瑜伽、瑜伽打卡、瑜伽女孩、只要在变好慢一点也无妨,114,25,1,4,2025/12/11 0:00,2025/12/11 17:29,2025/12/11 17:29,,5e91d6a600000000010087ab,https://www.xiaohongshu.com/user/profile/5e91d6a600000000010087ab?xsec_token=ABjxfokYoSWJp5qkn3LbFAFPIePyebJQ8ExaNrcVIS6gY=&xsec_source=pc_note,张喵喵喵,4958399694,6458,40296,"???????? ? ?????????????????? ? ?????????????? ? 
探索不同穿搭的无限可能@喵的日常",
68ba78ed000000001c030b33,https://www.xiaohongshu.com/explore/68ba78ed000000001c030b33?xsec_token=AB0xsfxAnfZxmXXTNkOzL5CXTuCphU2MqAif67IgrVm7g=&xsec_source=pc_search,图文,,为什么瑜伽人里练阿斯汤加的这么少？[汗颜R] #阿斯汤加[话题]# #瑜伽人[话题]#,阿斯汤加、瑜伽人,111,38,306,32,2025/9/5 13:45,2025/9/5 13:45,,6625cfd800000000030315a3,https://www.xiaohongshu.com/user/profile/6625cfd800000000030315a3?xsec_token=ABqkWchda2P9ODHjDtudRKJEy_Tj5Zh7mtFDsHEA5DW8c=&xsec_source=pc_note,33sandan,11418695540,647,15765,反正也限流了,,
6607fddf000000001a015a5c,https://www.xiaohongshu.com/explore/6607fddf000000001a015a5c?xsec_token=ABmCVFPIPODapwad-fpdtrhUz_wZ0kjzzDlHhVIHGqfA4=&xsec_source=pc_search,图文,一天一个瑜伽知识｜阿斯汤加,"??阿斯汤加瑜伽是由被尊称为现代哈他瑜伽之父的克里希那马查，于上个世纪初传承了阿斯汤嘎温亚萨瑜伽，如今已经成为风靡世界的瑜伽体系之一
	
?????#阿斯汤加均衡地锻炼了身体的力量、柔韧度和耐力，欧美国家很多健身爱好者都热衷于此，在西方，这种瑜伽也被称作“力量瑜伽”
	
???♂?练习方式
阿斯汤嘎瑜伽分为基础级、中级、高级3种级别，每种级别的动作编排是固定不变的，都以5遍太阳祈祷式A和B开始，中间有大量的体位姿势练习，最后以倒立和休息术作为结束，国内一些瑜伽馆已经开设阿斯汤嘎瑜伽课程，受到年轻人的欢迎，但大多以初级为主
	
?功效
阿斯汤加瑜伽均衡地锻炼了身体的力量、柔韧度和耐力，还能可以改善人体的循环系统，
调理身心，使人神清气爽，练习者还可获得力量与柔韧之间的平衡，并改善心血管机能，使身体变得更轻盈、灵活、强健，达到给身体解毒的功效
#瑜伽 #阿斯汤加瑜伽 #瑜伽打卡 #一起来瑜伽 #瑜伽体式 #瑜伽日常 #瑜伽教练培训 #普拉提瑜伽",,110,72,0,58,2024/3/31 17:56,2024/3/30 19:56,,6540a3a0000000000400aebd,https://www.xiaohongshu.com/user/profile/6540a3a0000000000400aebd?xsec_token=ABSz3ebYpLFVSartasNhhzRN-AcG8lHVlopikfBmuB-5o=&xsec_source=pc_note,超爱健身的小梵,4591807523,329,3001,"???♀?练习瑜伽&普拉提7??年
??专注瑜伽普拉提知识科普
??热爱分享运动健身经验
?????日更博主，关??我不迷路",,
6653eefb000000001500b90f,https://www.xiaohongshu.com/explore/6653eefb000000001500b90f?xsec_token=AB723aXYJ8eH4CDGW1jn3BTaZ4NnMRilI_nRLPlkgz2cQ=&xsec_source=pc_search,视频,Ashtanga Mysore,#一起来瑜伽[话题]# #阿斯汤加[话题]# #倒立[话题]# #瑜伽打卡[话题]# #瑜伽体式[话题]# #瑜伽日常[话题]# #瑜伽[话题]# #每天坚持[话题]# #因为热爱所以坚持[话题]# #坚持与自律[话题]# #许昌瑜伽馆[话题]#,一起来瑜伽、阿斯汤加、倒立、瑜伽打卡、瑜伽体式、瑜伽日常、瑜伽、每天坚持、因为热爱所以坚持、坚持与自律、许昌瑜伽馆,108,42,0,125,2024/5/27 10:24,2024/5/27 10:25,,5902eeec82ec397d836d44c2,https://www.xiaohongshu.com/user/profile/5902eeec82ec397d836d44c2?xsec_token=ABtEyyLd0DqTuvl1SsMTMxkiOxGmWiE5s2p0IoMsrOj4I=&xsec_source=pc_note,妍羽宝宝宝宝,One03991699,1606,5320,"阿斯汤伽瑜伽习练者 ?????♀?教授者?????♂?
河南省许昌市魏都区八一路金汇广场
胖东来金汇店楼上3#楼2401   2402
开设传统Mysore早课",,
648061480000000013035dcc,https://www.xiaohongshu.com/explore/648061480000000013035dcc?xsec_token=ABPCiJevrcLYLnFt2QLmIvvS91Au1TyvbhsPIhHvcao6E=&xsec_source=pc_search,图文,阿斯汤加Mysore｜四柱真的是个很难的体式,"#努力成为更好的自己[话题]# #ashtanga[话题]# #瑜伽日常[话题]#
#阿斯汤加瑜伽[话题]# #一起来瑜伽[话题]# #mysore[话题]#
#拜日式[话题]# #四柱支撑[话题]#",努力成为更好的自己、ashtanga、瑜伽日常、阿斯汤加瑜伽、一起来瑜伽、mysore、拜日式、四柱支撑,108,13,63,18,2023/6/7 18:51,2023/6/7 18:51,,59c1392d44363b42b4452a6c,https://www.xiaohongshu.com/user/profile/59c1392d44363b42b4452a6c?xsec_token=AB5ers53kEP6YgDdznDRXiazlgCj5EvVrEqRNwBAbM1jc=&xsec_source=pc_note,Melody兰兰??,267547791,548,3944,一个练习阿斯汤加瑜伽的水瓶座??,,
648061480000000013035dcc,https://www.xiaohongshu.com/explore/648061480000000013035dcc?xsec_token=ABPCiJevrcLYLnFt2QLmIvvS91Au1TyvbhsPIhHvcao6E=&xsec_source=pc_search,图文,阿斯汤加Mysore｜四柱真的是个很难的体式,"#努力成为更好的自己[话题]# #ashtanga[话题]# #瑜伽日常[话题]#
#阿斯汤加瑜伽[话题]# #一起来瑜伽[话题]# #mysore[话题]#
#拜日式[话题]# #四柱支撑[话题]#",努力成为更好的自己、ashtanga、瑜伽日常、阿斯汤加瑜伽、一起来瑜伽、mysore、拜日式、四柱支撑,108,13,63,18,2023/6/7 18:51,2023/6/7 18:51,,59c1392d44363b42b4452a6c,https://www.xiaohongshu.com/user/profile/59c1392d44363b42b4452a6c?xsec_token=AB5ers53kEP6YgDdznDRXiazlgCj5EvVrEqRNwBAbM1jc=&xsec_source=pc_note,Melody兰兰??,267547791,548,3944,一个练习阿斯汤加瑜伽的水瓶座??,,
68c375e2000000001d02e9f4,https://www.xiaohongshu.com/explore/68c375e2000000001d02e9f4?xsec_token=ABvmHEDyOr4WgDv53wrCdTzbLJ3kbVyzdDspifEFvHbp0=&xsec_source=pc_search,图文,艾扬格的精准 vs 阿斯汤伽的流动：,"我们到底在练什么？
#瑜伽[话题]# #整体健康[话题]# #阿斯汤加[话题]# #艾扬格[话题]#",瑜伽、整体健康、阿斯汤加、艾扬格,107,67,21,24,2025/9/12 9:22,2025/9/12 9:22,,566e9d43589de30d0e5c0aeb,https://www.xiaohongshu.com/user/profile/566e9d43589de30d0e5c0aeb?xsec_token=ABYf0YdcmrV1EOAGwCuMGYl4Z4agqbdd1bGZb1d4oxIY4=&xsec_source=pc_note,GoMat,274148182,980,7703,"瑜伽始于2010，长于理性省察
跑步始于2022，归于体感享受
文字不太装，真相有点深
聊瑜伽，聊跑步，聊衰老， 聊……",,
695ce6e8000000002203a5fd,https://www.xiaohongshu.com/explore/695ce6e8000000002203a5fd?xsec_token=ABP-3YOvKDzb1FrYusko-ufM0Yn4N2a57j_i1YlKxupm8=&xsec_source=pc_search,视频,推轮，站轮，上下轮，练习分享??,"只是分享，不是教学，如果对你正好有帮助，那我也很开心呀??（如果没有，那我也没办法啊??）
.
练习可能有总蓝图，但具体实践里，
不会有一个所有人通用的神奇方法，
所以我们练习要避免掉入“粗暴的还原论”，
避免去追求简单的确定与答案。
.
合适的老师、脚踏实地的实践、自我研习，都很重要??
#ashtanga[话题]# #阿斯汤伽[话题]# #阿斯汤伽晨练[话题]# #瑜伽日常[话题]# #站立上下轮[话题]# #瑜伽老师日常[话题]# #阿斯汤加[话题]# #瑜伽[话题]#",ashtanga、阿斯汤伽、阿斯汤伽晨练、瑜伽日常、站立上下轮、瑜伽老师日常、阿斯汤加、瑜伽,105,44,21,11,2026/1/6 18:41,2026/1/6 18:41,广东,5674af15cb35fb5e710c7edc,https://www.xiaohongshu.com/user/profile/5674af15cb35fb5e710c7edc?xsec_token=ABphsGbh30ws8M2WbLfT_XoCLBBBnUG1K23EWu8uPjBGQ=&xsec_source=pc_note,一洋Yiyang,flyingto_,1626,10828,"Ashtanga student /ERYT500
“Find what you are good at, do it well and do it with love.”
?????♀???????",,
6612ace4000000001b010b94,https://www.xiaohongshu.com/explore/6612ace4000000001b010b94?xsec_token=ABZcpDdCEXTYy9bAizmiHZZT3w6bfLFxyI3E3g0HwiPm4=&xsec_source=pc_search,图文,Hamish&Louise老师北京工作坊,"“Find what you are good at, do it well and do it with love”.
《找到你擅长的，把它做好，带着爱去做。》
-Hamish
	
在MysoreBeijing跟Hamish和Louise一起练习是一次超棒的体验。@Mysore Beijing
我深深地敬佩Hamish，他总是那么平易近人，热情，真诚，谦逊和“简单”。这里的“简单”指的是他能够轻松地解释瑜伽、哲学、体式、解剖学，使它们变得如此令人愉快和易于理解。他练习阿斯汤伽已经40年了（我觉得他教阿斯汤伽大概有30年了），你可以从他教阿斯汤伽的方式中看到他仍然享受着每一分钟。
我很喜欢他为一位克里希那玛查里亚的学生所做的《薄伽梵歌》的总结：“（1）找到你擅长的，（2）把它做好，（3）带着爱去做。”
1. 有一定的自我发现才能找到自己擅长的东西，这不仅仅意味着你的工作，而是意味着“你是谁”。
2. 如果你很擅长某件事，很容易就会变得懒惰。即使Louise和Hamish已经教了很多年的书，他们仍然付出100%的努力。
3. 它涉及到不执着。当你以爱付出时，你不会期待任何回报。
	
-
谢谢Tao和方方的热情款待。谢谢大家对我的宝贝这么有耐心。
	
-
不要错过与Louise和Hamish一起练习的机会。他们在中国还有一个工作坊，时间是4月11-13日，地点在杭州！
	
-
#阿斯汤伽[话题]# #Mysore[话题]# #ashtanga[话题]# #Hamish[话题]# #mysoreBeijing[话题]# #瑜伽哲学[话题]# #哲学[话题]# #第七级[话题]#  #母亲身份[话题]# #阿斯汤加瑜伽[话题]#",阿斯汤伽、Mysore、ashtanga、Hamish、mysoreBeijing、瑜伽哲学、哲学、第七级、母亲身份、阿斯汤加瑜伽,104,10,18,10,2024/4/7 22:25,2024/4/9 8:32,,5c8b7e310000000016036e2b,https://www.xiaohongshu.com/user/profile/5c8b7e310000000016036e2b?xsec_token=AByVgc-9YdzM6rVEVeci1tL6WjFIg5BbnJYt6XdjqRYpE=&xsec_source=pc_note,Ximena Cortés 西美娜,966691400,2788,3432,"Ashtanga practitioner, mom, wishful thinker, body explorer, frustrated dancer. 
阿斯汤伽KPJAYI/SYC二级授权老师",,
642d38be000000001402445b,https://www.xiaohongshu.com/explore/642d38be000000001402445b?xsec_token=ABJPflIb9rW7WTAWCxzwqcEOSw02gl57PBdVxwHVBfPrs=&xsec_source=pc_search,视频,,"Iyengar叫头倒立“the king of asanas” ， ashtanga呢，练到越后面就会发现头倒立越多。
为什么呢？
我自己会感觉头倒立是个冥想体式。很容易在那里让脑袋变安静，去关注呼吸，感觉身体里的能量轻松的流动。
还有，头倒立需要把bandhas锁好，气流的很通畅。
#瑜伽[话题]# #Rob老师[话题]# #红门瑜伽[话题]# #reddoor[话题]#",瑜伽、Rob老师、红门瑜伽、reddoor,102,26,10,63,2023/4/5 17:00,2023/4/5 17:00,,640d4713000000001001c8c4,https://www.xiaohongshu.com/user/profile/640d4713000000001001c8c4?xsec_token=ABzytHPE5T-t4OH4aX3OZ1GlyvzAxzmSkOB0sJpHY3iCc=&xsec_source=pc_note,Red Door Yoga,6188303046,12533,34986,"上海红门瑜伽，延平路69号703室
我们学习Ashtanga瑜伽。
Rob老师练了26年的ashtanga。有很多自自己发明的方法教学生，从初级变成高级。
很多中国的大师在我们这儿长大的。",,
